tokenId ,itemData,orgCnt,purCnt, blueCnt, grayCnt  ,specialCnt,weaponCnt,spark,score 
77,169347461508076012288,1,1,2,5,0,0,0,26 
78,1070225309837709345537,1,0,2,6,0,0,0,22 
79,1811604487402103833344,1,2,1,5,0,0,0,28 
80,831121603596896043264,1,0,1,7,0,0,0,20 
81,1774346213182426121216,1,0,2,6,0,0,0,22 
82,1719661543879208403968,1,0,2,6,0,0,0,22 
83,740917598185780151040,0,1,2,6,0,0,0,17 
84,759561089970312905728,0,1,4,4,0,0,0,21 
85,480337062051191456257,0,0,2,7,0,0,0,13 
86,1569345735844560307200,0,1,2,6,0,0,0,17 
87,1017256502096999023361,0,2,1,6,0,0,0,19 
88,425369505997796213760,0,0,3,6,0,0,0,15 
89,298825391144146502657,1,0,3,5,0,0,0,24 
90,982597916468787282944,1,3,2,3,0,0,0,34 
91,239815579546776305920,0,0,0,9,0,0,0,9 
92,1055438019737124602624,0,0,3,6,0,0,0,15 
93,1568637551421365158145,0,2,1,5,1,0,0,19 
94,1495871201171431031809,1,1,0,7,0,0,0,22 
95,832433272590623507456,0,1,4,4,0,0,0,21 
96,333635973259261837825,0,0,1,8,0,0,0,11 
97,1495206924625849549313,1,1,2,5,0,0,0,26 
98,535838582732208210689,0,1,1,7,0,0,0,15 
99,59232763968500597248,0,0,3,6,0,0,0,15 
100,741114350294482223616,0,0,4,5,0,0,0,17 
101,999529769913683477505,0,1,4,4,0,0,0,21 
102,740045009266409931776,0,2,3,4,0,0,0,23 
103,941865676986044973568,0,1,2,6,0,0,0,17 
104,576690462273068008192,0,1,2,6,0,0,0,17 
105,4946996760101328978688,1,0,3,4,0,1,0,38 
106,830259159870359536640,0,0,3,6,0,0,0,15 
107,908809537196172575233,0,3,3,3,0,0,0,27 
108,575460123055103738880,0,0,2,7,0,0,0,13 
109,351091921016903369728,1,0,2,6,0,0,0,22 
110,1020417178012188475904,0,1,2,6,0,0,0,17 
111,577344609020489040896,0,3,0,6,0,0,0,21 
112,889487404845263946497,0,0,4,5,0,0,0,17 
113,1607901330431323669505,0,2,2,5,0,0,0,21 
114,280317853973076116482,0,0,5,4,0,0,0,19 
115,831479634270855168769,1,0,2,6,0,0,0,22 
116,2540338054049432321,0,1,2,6,0,0,0,17 
117,1017104482519512253440,1,1,2,5,0,0,0,26 
118,743998061430211740161,0,1,2,6,0,0,0,17 
119,242705189562824851713,0,2,2,5,0,0,0,21 
120,960324805959602340096,1,0,4,4,0,0,0,26 
121,371047364369031168513,0,2,0,7,0,0,0,17 
122,594349352389389648640,0,1,2,6,0,0,0,17 
123,59241774466525102593,0,1,2,6,0,0,0,17 
124,741559358934127018496,0,0,4,5,0,0,0,17 
125,39144171957490614785,0,2,1,6,0,0,0,19 
126,574445407963269628161,0,0,1,8,0,0,0,11 
127,425725005594796557312,0,0,2,7,0,0,0,13 
128,316058974769530668032,0,1,3,5,0,0,0,19 
129,852384485022476927232,3,0,3,3,0,0,1,92 
130,963066929683733414144,0,1,3,5,0,0,0,19 
131,184762170327704142848,0,1,1,7,0,0,0,15 
132,97435661612244861184,1,2,1,5,0,0,0,28 
133,1071726413689634620416,1,0,3,5,0,0,0,24 
134,387382208289499972353,0,0,2,7,0,0,0,13 
135,295876384409564742400,0,0,0,9,0,0,0,9 
136,262369316209544200704,0,1,2,6,0,0,0,17 
137,891139942234625999873,1,1,3,4,0,0,0,28 
138,795091679578564329729,0,0,1,8,0,0,0,11 
139,518534910737943626496,0,1,1,7,0,0,0,15 
140,277716744813509346305,1,0,0,8,0,0,0,18 
141,1071425790717590962688,0,0,3,6,0,0,0,15 
142,701935563511926686209,0,1,0,8,0,0,0,13 
143,1832945082308562845952,2,1,2,4,0,0,0,35 
144,1386764463323996553728,0,1,2,6,0,0,0,17 
145,1035699304420466033408,0,0,2,7,0,0,0,13 
146,1445491406863121908225,1,1,2,5,0,0,0,26 
147,150616155029559051009,0,0,4,5,0,0,0,17 
148,295882582357147320832,0,0,3,6,0,0,0,15 
149,295292888981782921472,0,0,0,9,0,0,0,9 
150,38479619432695530497,0,0,1,8,0,0,0,11 
151,41375439491222995456,0,2,2,5,0,0,0,21 
152,130577955835523694848,0,0,1,8,0,0,0,11 
153,99304669751204578304,1,0,2,6,0,0,0,22 
154,2319929952558383617,0,1,1,7,0,0,0,15 
155,757975540326319326210,0,0,2,7,0,0,0,13 
156,832066229221009654273,0,1,3,5,0,0,0,19 
157,940785097849138708992,0,0,3,6,0,0,0,15 
158,1070144220855026516225,1,1,2,5,0,0,0,26 
159,924648411213366428672,0,1,3,5,0,0,0,19 
160,887535381379317039617,0,0,1,8,0,0,0,11 
161,1366722602757012390656,0,1,1,7,0,0,0,15 
162,368935180542310482688,0,0,3,6,0,0,0,15 
163,997720163989590507776,0,0,3,6,0,0,0,15 
164,872991570432138739968,0,1,2,6,0,0,0,17 
165,815843703711584551937,0,0,2,7,0,0,0,13 
166,316487110304524206592,1,0,1,7,0,0,0,20 
167,23723961936160869384448,0,2,0,6,0,1,0,31 
168,535606644053685764352,0,1,2,6,0,0,0,17 
169,849716681685921694209,1,0,2,6,0,0,0,22 
170,650335271714703344384,1,1,1,6,0,0,0,24 
171,485683688030607966465,1,1,2,5,0,0,0,26 
172,572148577652110196992,1,0,2,6,0,0,0,22 
173,42096014331335934209,0,1,1,7,0,0,0,15 
174,277421745842938249728,0,1,1,7,0,0,0,15 
175,981072328691229786369,0,0,4,5,0,0,0,17 
176,665105975682315715073,0,0,2,7,0,0,0,13 
177,648545385532476621570,1,1,2,5,0,0,0,26 
178,889500075618302558720,1,1,3,4,0,0,0,28 
179,1053210136501121647617,0,1,4,4,0,0,0,21 
180,1056596546551724179969,2,1,2,4,0,0,0,35 
181,886309550160234349313,1,0,3,5,0,0,0,24 
182,1716492971269813634048,1,0,2,6,0,0,0,22 
183,593767545811602113536,0,0,3,6,0,0,0,15 
184,961109277817713525504,0,0,1,8,0,0,0,11 
185,943453759903973835520,0,0,1,8,0,0,0,11 
186,612648599177642050305,0,0,5,4,0,0,0,19 
187,316070791221699084544,1,2,1,5,0,0,0,28 
188,1699776170203961099008,1,1,1,6,0,0,0,24 
189,891523037374762713601,1,1,2,5,0,0,0,26 
190,1661959454028787483648,1,1,2,5,0,0,0,26 
191,996996204851966181632,0,0,3,6,0,0,0,15 
192,1789767673002576118784,1,0,0,8,0,0,0,18 
193,853816929869598622464,0,1,1,7,0,0,0,15 
194,1051479068691644416512,0,0,4,5,0,0,0,17 
195,1074019585926715999232,0,0,4,5,0,0,0,17 
196,781768051660595724544,1,0,4,4,0,0,0,26 
197,388899078039528866048,0,1,1,7,0,0,0,15 
198,1017611427748090806528,0,1,3,5,0,0,0,19 
199,28636063661757139649536,1,0,2,5,0,1,0,36 
200,629652781809638310146,0,0,3,5,1,0,0,15 
201,1774573089711024832768,1,1,1,6,0,0,0,24 
202,812810810838349316609,0,1,1,7,0,0,0,15 
203,1020629113276522365697,1,1,1,6,0,0,0,24 
204,849056344688455778560,0,0,3,6,0,0,0,15 
205,1329249559831435018753,0,1,1,7,0,0,0,15 
206,855628213648452026624,1,1,4,3,0,0,0,30 
207,390575828872649441536,0,1,2,6,0,0,0,17 
208,1606456808546654093568,0,1,1,7,0,0,0,15 
209,353444764849686446337,0,0,2,7,0,0,0,13 
210,1074598302876141224449,0,1,2,6,0,0,0,17 
211,871773622710185820417,0,2,2,5,0,0,0,21 
212,518102572870381142784,1,0,0,8,0,0,0,18 
213,833136384987248460032,0,1,2,6,0,0,0,17 
214,627781804432501899520,1,0,3,5,0,0,0,24 
215,313888255142267519232,0,0,1,8,0,0,0,11 
216,1071507141384242529280,0,0,2,7,0,0,0,13 
217,907147424159976850432,0,0,5,4,0,0,0,19 
218,627431951927137993472,1,0,2,6,0,0,0,22 
219,335656389647545009153,0,1,4,4,0,0,0,21 
220,37835321012602339584,0,0,2,7,0,0,0,13 
221,941799818439554434049,1,0,2,6,0,0,0,22 
222,1703886830764145836288,2,0,3,4,0,0,0,33 
223,909734748744044839936,1,1,1,6,0,0,0,24 
224,1038287187556189012736,0,2,2,5,0,0,0,21 
225,795242546867445629952,0,0,4,5,0,0,0,17 
226,1182187608025975948032,0,2,1,6,0,0,0,19 
227,775713528210369610752,0,1,3,5,0,0,0,19 
228,1347490828271204500481,0,1,1,7,0,0,0,15 
229,333436119430203966464,2,0,1,6,0,0,0,29 
230,759857479822741144064,0,1,3,5,0,0,0,19 
231,704015940668073837569,0,1,4,4,0,0,0,21 
232,776361196634021364480,0,1,3,5,0,0,0,19 
233,22487612034245854208,0,1,3,5,0,0,0,19 
234,431362373234402395136,3,0,2,4,0,0,0,40 
235,280403411371282399745,1,3,1,4,0,0,0,32 
236,906136646419550241792,0,0,5,4,0,0,0,19 
237,21330756476783034881,0,1,2,6,0,0,0,17 
238,595277928442305708801,0,2,1,6,0,0,0,19 
239,43753622669046972928,1,0,3,5,0,0,0,24 
240,261137873083063075840,0,2,1,6,0,0,0,19 
241,944474107794531156480,0,0,5,4,0,0,0,19 
242,1753529435511228662529,2,0,1,6,0,0,0,29 
243,1384736719805056549120,1,2,0,5,1,0,0,26 
244,794815261255410254336,0,1,3,5,0,0,0,19 
245,627351163110525829632,0,1,1,7,0,0,0,15 
246,610839005347942302466,0,0,0,9,0,0,0,9 
247,113729988529968709888,0,1,2,6,0,0,0,17 
248,448284101276483322880,0,1,3,5,0,0,0,19 
249,426727907533903167745,0,0,2,7,0,0,0,13 
250,852604899718974735104,0,1,2,6,0,0,0,17 
251,925225437113908003072,1,0,4,4,0,0,0,26 
252,980067453128483078657,0,1,2,6,0,0,0,17 
253,1054427802747393344256,0,0,3,6,0,0,0,15 
254,187783240153647612928,1,0,1,7,0,0,0,20 
255,924715969605219713280,0,0,3,6,0,0,0,15 
256,794808509155292807937,0,0,4,5,0,0,0,17 
257,924866278341623611648,0,0,2,7,0,0,0,13 
258,978336106045015195904,0,1,3,5,0,0,0,19 
259,742789404581832295424,0,2,2,5,0,0,0,21 
260,794512961528587158017,0,0,2,7,0,0,0,13 
261,666259456839112590337,1,1,1,6,0,0,0,24 
262,373925178824555168768,0,2,1,6,0,0,0,19 
263,240026121730229797120,0,1,1,7,0,0,0,15 
264,557020135481051185920,0,1,4,4,0,0,0,21 
265,1033246249999019737856,0,0,4,5,0,0,0,17 
266,335797983655106249729,0,0,1,8,0,0,0,11 
267,907435661132812452865,0,0,4,5,0,0,0,17 
268,262795193347335455745,0,1,2,6,0,0,0,17 
269,997359880417112031488,0,0,1,8,0,0,0,11 
270,298260192689329340672,0,0,4,5,0,0,0,17 
271,741630291727199240449,0,0,3,6,0,0,0,15 
272,1422719506203655340544,0,2,2,5,0,0,0,21 
273,928257206287115682048,0,1,5,3,0,0,0,23 
274,408215576492202459904,0,0,3,6,0,0,0,15 
275,1623535001505658110208,1,1,0,6,1,0,0,22 
276,796813454314823942656,0,0,5,4,0,0,0,19 
277,814614202321446961665,1,0,2,6,0,0,1,72 
278,778656334798748254464,2,0,3,4,0,0,0,33 
279,760141777244625895936,0,0,2,7,0,0,0,13 
280,350515176590801306368,1,0,2,6,0,0,0,22 
281,1811986176266801185537,2,0,3,4,0,0,0,33 
282,353951422007476814080,0,0,3,6,0,0,0,15 
283,185563521889566458624,0,0,3,6,0,0,0,15 
284,928045813082148635648,0,1,4,4,0,0,0,21 
285,741118288744982053632,0,0,2,7,0,0,0,13 
286,634323026704964583936,1,0,1,7,0,0,0,20 
287,870968045725037429760,0,0,2,7,0,0,0,13 
288,258978673037748339456,0,0,2,7,0,0,0,13 
289,1256696562137411682816,0,1,2,6,0,0,0,17 
290,444680379349217116417,0,0,2,7,0,0,0,13 
291,537859003518789485056,0,3,2,4,0,0,0,25 
292,112790135886318076673,0,1,3,5,0,0,0,19 
293,631162614672062349568,1,0,3,5,0,0,0,24 
294,148598543496042316801,0,0,2,7,0,0,0,13 
295,191179219253863055616,1,1,1,6,0,0,0,24 
296,354329729873733747200,0,2,2,5,0,0,0,21 
297,888470720528222060801,0,0,3,6,0,0,0,15 
298,225264167675345568512,1,0,2,6,0,0,0,22 
299,945419580041758835200,0,3,2,4,0,0,0,25 
300,1386536191516400157184,0,2,1,6,0,0,0,19 
301,388702886682193101824,0,2,1,6,0,0,0,19 
302,41011468156526985984,1,0,1,7,0,0,0,20 
303,280809587457982464256,0,0,2,7,0,0,0,13 
304,834140420523614995456,0,0,4,5,0,0,0,17 
305,426307101343957451264,0,0,2,7,0,0,0,13 
306,959390020964842996224,0,1,3,5,0,0,0,19 
307,1075540120347909554433,0,1,2,6,0,0,0,17 
308,130004863986394792192,0,0,2,7,0,0,0,13 
309,795531055420408398082,0,0,4,5,0,0,0,17 
310,978758883658940547585,0,1,2,6,0,0,0,17 
311,188307902912981893888,0,2,2,5,0,0,0,21 
312,223826947648889750528,0,0,4,5,0,0,0,17 
313,57003493148621799936,0,2,0,7,0,0,0,17 
314,1236235582030865302273,1,1,2,5,0,0,0,26 
315,465867000847352267521,1,1,2,5,0,0,0,26 
316,868374239520678609920,0,1,2,6,0,0,0,17 
317,444966080848104653825,0,0,1,8,0,0,0,11 
318,1016450637038260519681,0,0,2,7,0,0,0,13 
319,667258125657714524929,0,0,3,6,0,0,0,15 
320,21761980539586740993,0,0,2,7,0,0,0,13 
321,1569062005769501213440,0,1,1,7,0,0,0,15 
322,646226315397978128896,0,0,3,6,0,0,0,15 
323,1257348742957303661057,0,2,2,5,0,0,0,21 
324,608757776072917451264,1,0,1,7,0,0,0,20 
325,760355134177225933056,0,0,3,6,0,0,0,15 
326,557015362500924080641,0,1,2,6,0,0,0,17 
327,184697991833689063681,0,0,2,7,0,0,0,13 
328,19599689768344355072,0,0,2,7,0,0,0,13 
329,1664399271430334120961,1,0,5,3,0,0,0,28 
330,334645341426284954370,0,0,1,8,0,0,0,11 
331,794160557057808860161,0,1,3,5,0,0,0,19 
332,962698207360501416192,0,0,3,6,0,0,0,15 
333,498726950379383489025,1,1,2,5,0,0,0,26 
334,242714759711982945025,0,2,1,6,0,0,0,19 
335,996568365086641029632,0,0,4,5,0,0,0,17 
336,892386884078036124416,2,0,2,5,0,0,0,31 
337,517603773922664841473,1,0,1,7,0,0,0,20 
338,1348271353984197198336,0,1,2,6,0,0,0,17 
339,409724288964038623489,0,0,2,7,0,0,0,13 
340,485607683189742567681,0,2,2,5,0,0,0,21 
341,15222538869123974758657,0,0,5,3,0,1,0,33 
342,535755541017226773504,0,1,2,6,0,0,0,17 
343,979911528086130721025,0,0,1,8,0,0,0,11 
344,209697454673407050752,3,0,1,5,0,0,0,38 
345,92391649820984017920,0,0,1,8,0,0,0,11 
346,683322730510947975681,1,0,1,7,0,0,0,20 
347,999017769130003071745,0,0,4,5,0,0,0,17 
348,628565445061802132224,0,1,2,6,0,0,0,17 
349,831713254102169682432,0,1,3,5,0,0,0,19 
350,669850511293570023680,1,1,2,5,0,0,0,26 
351,867297601033647554816,0,0,4,5,0,0,0,17 
352,129791796225084294144,0,0,1,8,0,0,0,11 
353,889059284703735185921,0,1,3,5,0,0,0,19 
354,908081368028307390976,0,0,4,5,0,0,0,17 
355,832997632117918138624,0,0,4,5,0,0,0,17 
356,872053127362495513344,0,1,5,3,0,0,0,23 
357,94253883869509518337,0,0,2,7,0,0,0,13 
358,889635467279899100160,0,0,3,6,0,0,0,15 
359,1000094391125181793025,0,2,2,5,0,0,0,21 
360,741693898475218272768,0,0,4,5,0,0,0,17 
361,372777874724871406080,0,1,3,5,0,0,0,19 
362,277726033486667121408,0,0,1,8,0,0,0,11 
363,1406002152082346541313,1,1,2,5,0,0,0,26 
364,239968130188110659841,0,0,3,6,0,0,0,15 
365,407645032212337263104,0,1,1,7,0,0,0,15 
366,591739802278905118976,0,0,2,7,0,0,0,13 
367,1347781296153401033728,0,3,1,5,0,0,0,23 
368,888413861483431330560,0,1,4,4,0,0,0,21 
369,151249478125288292608,0,0,3,6,0,0,0,15 
370,1020132043861015462913,0,1,3,5,0,0,0,19 
371,20620590712512577793,0,0,2,7,0,0,0,13 
372,1772694799495071335168,1,1,1,6,0,0,0,24 
373,685123910907703394562,0,1,0,7,1,0,0,13 
374,332478267780099145984,1,0,1,7,0,0,0,20 
375,537839312363856659456,0,0,1,8,0,0,0,11 
376,1275866419824219783936,0,1,3,5,0,0,0,19 
377,926745686761892479488,0,1,3,5,0,0,0,19 
378,1482742360534634004737,1,1,2,5,0,0,0,26 
379,632897355948042551809,0,1,2,6,0,0,0,17 
380,206171720005364285696,0,0,2,7,0,0,0,13 
381,93535837905251336704,0,0,3,6,0,0,0,15 
382,961909514475405902336,0,0,2,7,0,0,0,13 
383,906864265830544704512,0,1,2,6,0,0,0,17 
384,1684432688847881044992,1,1,2,5,0,0,0,26 
385,887041672071294288897,0,0,3,6,0,0,0,15 
386,1575043346826082451713,1,4,0,4,0,0,0,34 
387,960108349502431756801,0,0,3,6,0,0,0,15 
388,1184425335189817131521,0,1,4,4,0,0,0,21 
389,683265308515902095617,1,0,2,6,0,0,0,22 
390,409368779471584625665,0,0,4,5,0,0,0,17 
391,1226108298261234433,1,2,0,6,0,0,0,26 
392,615818008514345239296,1,0,3,5,0,0,0,24 
393,977761338539578032640,1,0,2,6,0,0,0,22 
394,745006865547819942145,2,0,1,6,0,0,0,29 
395,15092405386466420130305,0,0,4,4,0,1,0,31 
396,1424586824392068628993,0,1,1,7,0,0,0,15 
397,1017467318057874948608,0,0,6,3,0,0,0,21 
398,922998691871181898752,0,0,3,6,0,0,0,15 
399,793938756974244462848,0,0,2,7,0,0,0,13 
400,188654401906975048449,0,0,3,6,0,0,0,15 
401,924645887834348388865,1,1,1,6,0,0,0,24 
402,409950874121284419840,0,0,2,7,0,0,0,13 
403,1349213998288038396160,0,2,2,5,0,0,0,21 
404,627565645943703733248,0,0,3,6,0,0,0,15 
405,1812106087905146503424,1,1,0,7,0,0,0,22 
406,315051309745616322816,0,0,2,7,0,0,0,13 
407,1034180464346388824320,0,0,1,8,0,0,0,11 
408,206887507573510242560,0,2,1,6,0,0,0,19 
409,706165292385843086080,0,1,1,7,0,0,0,15 
410,959808867823625175296,0,0,1,8,0,0,0,11 
411,203012433872133882112,1,1,2,5,0,0,0,26 
412,1143917705043368149248,0,2,1,6,0,0,0,19 
413,1020132323137756922624,1,2,3,3,0,0,0,32 
414,1128371560604594930433,0,3,1,5,0,0,0,23 
415,868599146823566164480,0,1,3,5,0,0,0,19 
416,1033535044424653407232,0,0,3,6,0,0,0,15 
417,186063983298595979521,0,0,4,5,0,0,0,17 
418,1663748226406305825281,1,0,2,6,0,0,0,22 
419,849559619746969092608,0,0,2,7,0,0,0,13 
420,704658552436776173824,1,0,1,7,0,0,0,20 
421,113001801770202563072,0,1,2,6,0,0,0,17 
422,113713937859008332288,0,0,2,7,0,0,0,13 
423,867006560306345673728,0,1,3,5,0,0,0,19 
424,92239088184415682816,0,0,2,7,0,0,0,13 
425,388470665428444184833,1,1,0,7,0,0,0,22 
426,483311689604566156288,0,2,2,5,0,0,0,21 
427,1014575452943309865985,0,0,2,7,0,0,0,13 
428,537552206788989157888,0,1,1,7,0,0,0,15 
429,940797468454228132097,0,1,2,6,0,0,0,17 
430,1551415221276436202241,0,1,3,5,0,0,0,19 
431,408351814778792510464,0,0,1,8,0,0,0,11 
432,836588971345802953472,1,0,2,6,0,0,0,22 
433,1664330036282325861121,1,0,3,5,0,0,0,24 
434,77417178861138084608,1,1,2,5,0,0,0,26 
435,649609369739864900097,0,0,1,8,0,0,0,11 
436,1181258174353033658881,0,3,1,5,0,0,0,23 
437,647162785944885068288,1,0,1,7,0,0,0,20 
438,646371001233058365954,0,2,1,6,0,0,0,19 
439,647161939320042357505,0,0,4,5,0,0,0,17 
440,667188607935083578368,0,0,2,7,0,0,0,13 
441,1459385011713996096512,0,1,2,6,0,0,0,17 
442,813041334444986991360,0,1,3,5,0,0,0,19 
443,1053916923469700334336,0,0,3,5,1,0,0,15 
444,204431360224261636353,0,0,0,9,0,0,0,9 
445,979557431466235724288,0,0,3,6,0,0,0,15 
446,1811110223940355031553,1,0,4,4,0,0,0,26 
447,1833292706103807049984,2,0,2,5,0,0,0,31 
448,1699996858680028299776,1,0,3,5,0,0,0,24 
449,97931078463520244480,1,1,0,7,0,0,0,22 
450,888346869338707919361,0,1,3,5,0,0,0,19 
451,794235989052562605056,0,1,3,5,0,0,0,19 
452,944977099179178918656,0,0,4,5,0,0,0,17 
453,1720326664850609078529,1,2,1,5,0,0,0,28 
454,1037922114511546156033,0,3,1,5,0,0,0,23 
455,628495644764666266113,0,0,3,6,0,0,0,15 
456,443522117516885558016,0,1,1,7,0,0,0,15 
457,1069988866458772898817,0,0,1,8,0,0,0,11 
458,944748539299737568257,0,0,5,4,0,0,0,19 
459,295297954432506462721,0,0,1,8,0,0,0,11 
460,406264112677170643969,0,0,2,7,0,0,0,13 
461,854558619731531203073,1,1,1,6,0,0,0,24 
462,19445191007189124514817,0,3,0,5,0,1,0,35 
463,388031568861882352641,0,0,2,7,0,0,0,13 
464,1000233173681762272001,0,1,2,6,0,0,0,17 
465,502836770911929565440,0,3,1,5,0,0,0,23 
466,982013016963180659200,0,1,2,6,0,0,0,17 
467,166173837742850966273,0,0,1,8,0,0,0,11 
468,610336008465887265024,0,2,0,7,0,0,0,17 
469,740323407808915047424,0,0,2,7,0,0,0,13 
470,517893991117485113601,2,0,2,5,0,0,0,31 
471,795021309734539428352,0,0,2,7,0,0,0,13 
472,648738195891120833280,0,0,3,6,0,0,0,15 
473,500970024467364709121,1,0,3,5,0,0,0,24 
474,871196599008046219520,0,1,4,4,0,0,0,21 
475,1680468119299039887872,1,0,4,4,0,0,0,26 
476,205588782030531395841,0,0,1,8,0,0,0,11 
477,927253467619844883200,0,1,4,4,0,0,0,21 
478,40792788488706982656,0,1,2,6,0,0,0,17 
479,651556038584436327169,0,1,3,5,0,0,0,19 
480,279670468123459912705,0,0,3,6,0,0,0,15 
481,979986965578979475712,0,0,2,7,0,0,0,13 
482,591605816892194161153,1,0,2,6,0,0,0,22 
483,185992494152103297537,0,0,2,7,0,0,0,13 
484,408999207264099827969,0,0,2,6,1,0,0,13 
485,648014249947417870848,0,0,0,9,0,0,0,9 
486,648534698279219822848,0,0,3,6,0,0,0,15 
487,465361760959832064257,0,0,3,6,0,0,0,15 
488,28354473280306686329088,2,1,0,5,0,1,0,45 
489,557602798577591321345,0,2,1,6,0,0,0,19 
490,704593253541486133505,0,1,3,5,0,0,0,19 
491,1071011445257986834945,1,1,2,5,0,0,0,26 
492,888040340890180714752,0,1,2,6,0,0,0,17 
493,1719318137811071730433,1,2,2,4,0,0,0,30 
494,798338195467606163969,0,2,3,4,0,0,0,23 
495,426305412493560316417,0,0,2,7,0,0,0,13 
496,962127377206723806209,0,0,3,6,0,0,0,15 
497,960535067766903144704,0,1,3,5,0,0,0,19 
498,1051545782659372614401,0,1,1,7,0,0,0,15 
499,1774500741845010940929,1,1,2,5,0,0,0,26 
500,1574980022652098904321,1,2,1,5,0,0,0,28 
501,578927053642068984065,1,0,2,6,0,0,0,22 
502,536833602273260471041,0,1,1,7,0,0,0,15 
503,1588232696886828007936,0,3,1,5,0,0,0,23 
504,34496427560095275418112,0,1,2,5,0,1,0,31 
505,646438835602531615232,0,0,1,8,0,0,0,11 
506,76756834167392895489,0,1,3,5,0,0,0,19 
507,1460837410498658042880,1,1,3,4,0,0,0,28 
508,775129750207864374272,0,0,4,5,0,0,0,17 
509,371181914905792545792,0,0,3,6,0,0,0,15 
